Date,Time,Operator,Aboard,Fatalities,Ground,Weather_Condition,Phase_of_Flight,IsMilitary,Year,Month,Hour,Is_Night,Survival_Rate,Total_Casualties,Casualty_Rate,Ground_Impact_Ratio,Weather_Risk,Phase_Risk
1980-06-17 21:48:49.729729730,05:00,Cargo Airline,2,1,0,Clear,Landing,0,1980,6,5,1,0.5,1,0.5,0.0,1,3
1980-06-25 14:04:41.081081082,01:00,Regional Airline,65,19,1,Rain,Approach,0,1980,6,1,1,0.7076923076923077,20,0.3076923076923077,0.047619047619047616,2,2
1980-07-03 06:20:32.432432432,20:00,Commercial Airline,172,105,6,Fog,Approach,0,1980,7,20,1,0.38953488372093026,111,0.6453488372093024,0.05357142857142857,3,2
1980-07-10 22:36:23.783783784,00:00,Cargo Airline,5,2,0,Clear,Takeoff,0,1980,7,0,1,0.6,2,0.4,0.0,1,3
1980-07-18 14:52:15.135135136,11:00,Regional Airline,53,17,0,Clear,Approach,0,1980,7,11,0,0.6792452830188679,17,0.32075471698113206,0.0,1,2
1980-07-26 07:08:06.486486488,21:00,Commercial Airline,173,44,5,Clear,Landing,0,1980,7,21,1,0.7456647398843931,49,0.2832369942196532,0.1,1,3
1980-08-02 23:23:57.837837840,11:00,Commercial Airline,192,78,3,Clear,Landing,0,1980,8,11,0,0.59375,81,0.421875,0.036585365853658534,1,3
1980-08-10 15:39:49.189189188,16:00,Cargo Airline,2,0,0,Clear,Cruise,0,1980,8,16,0,1.0,0,0.0,0.0,1,1
1980-08-18 07:55:40.540540540,09:00,Private Charter,21,11,0,Rain,Cruise,0,1980,8,9,0,0.47619047619047616,11,0.5238095238095238,0.0,2,1
1980-08-26 00:11:31.891891892,15:00,Cargo Airline,7,3,1,Clear,Cruise,0,1980,8,15,0,0.5714285714285714,4,0.5714285714285714,0.2,1,1
1980-09-02 16:27:23.243243244,14:00,Commercial Airline,164,95,0,Clear,Takeoff,0,1980,9,14,0,0.42073170731707316,95,0.5792682926829268,0.0,1,3
1980-09-10 08:43:14.594594596,14:00,Cargo Airline,3,1,0,Fog,Takeoff,0,1980,9,14,0,0.6666666666666666,1,0.3333333333333333,0.0,3,3
1980-09-18 00:59:05.945945948,18:00,Commercial Airline,224,72,3,Snow,Takeoff,0,1980,9,18,0,0.6785714285714286,75,0.33482142857142855,0.039473684210526314,3,3
1980-09-25 17:14:57.297297300,11:00,Commercial Airline,216,44,1,Rain,Cruise,0,1980,9,11,0,0.7962962962962963,45,0.20833333333333334,0.021739130434782608,2,1
1980-10-03 09:30:48.648648648,22:00,Commercial Airline,158,48,2,Clear,Landing,0,1980,10,22,1,0.6962025316455697,50,0.31645569620253167,0.0392156862745098,1,3
1980-10-11 01:46:40.000000000,19:00,Cargo Airline,1,0,0,Rain,Cruise,0,1980,10,19,0,1.0,0,0.0,0.0,2,1
1980-10-18 18:02:31.351351352,02:00,Private Charter,3,2,0,Clear,Takeoff,0,1980,10,2,1,0.3333333333333333,2,0.6666666666666666,0.0,1,3
1980-10-26 10:18:22.702702704,04:00,Military Transport,76,63,3,Clear,Approach,1,1980,10,4,1,0.17105263157894737,66,0.868421052631579,0.04477611940298507,1,2
1980-11-03 02:34:14.054054056,18:00,Commercial Airline,154,22,4,Clear,Approach,0,1980,11,18,0,0.8571428571428571,26,0.16883116883116883,0.14814814814814814,1,2
1980-11-10 18:50:05.405405408,06:00,Military Fighter,2,1,1,Snow,Landing,1,1980,11,6,0,0.5,2,1.0,0.3333333333333333,3,3
1980-11-18 11:05:56.756756756,20:00,Commercial Airline,206,56,2,Clear,Approach,0,1980,11,20,1,0.7281553398058253,58,0.2815533980582524,0.03389830508474576,1,2
1980-11-26 03:21:48.108108108,08:00,Cargo Airline,1,0,2,Clear,Landing,0,1980,11,8,0,1.0,2,2.0,0.6666666666666666,1,3
1980-12-03 19:37:39.459459460,06:00,Military Transport,104,39,0,Clear,Approach,1,1980,12,6,0,0.625,39,0.375,0.0,1,2
1980-12-11 11:53:30.810810812,17:00,Commercial Airline,151,55,0,Clear,Takeoff,0,1980,12,17,0,0.6357615894039735,55,0.36423841059602646,0.0,1,3
1980-12-19 04:09:22.162162164,03:00,Military Transport,92,66,4,Snow,Cruise,1,1980,12,3,1,0.2826086956521739,70,0.7608695652173914,0.056338028169014086,3,1
1980-12-26 20:25:13.513513516,13:00,Commercial Airline,207,56,2,Rain,Takeoff,0,1980,12,13,0,0.7294685990338164,58,0.28019323671497587,0.03389830508474576,2,3
1981-01-03 12:41:04.864864864,17:00,Cargo Airline,6,3,1,Rain,Takeoff,0,1981,1,17,0,0.5,4,0.6666666666666666,0.2,2,3
1981-01-11 04:56:56.216216216,08:00,Military Transport,115,59,1,Clear,Takeoff,1,1981,1,8,0,0.48695652173913045,60,0.5217391304347826,0.01639344262295082,1,3
1981-01-18 21:12:47.567567568,20:00,Commercial Airline,179,102,3,Clear,Landing,0,1981,1,20,1,0.4301675977653631,105,0.5865921787709497,0.02830188679245283,1,3
1981-01-26 13:28:38.918918920,01:00,Military Fighter,2,0,0,Clear,Landing,1,1981,1,1,1,1.0,0,0.0,0.0,1,3
1981-02-03 05:44:30.270270272,19:00,Commercial Airline,180,38,2,Clear,Landing,0,1981,2,19,0,0.7888888888888889,40,0.2222222222222222,0.04878048780487805,1,3
1981-02-10 22:00:21.621621624,14:00,Military Transport,112,70,1,Clear,Takeoff,1,1981,2,14,0,0.375,71,0.6339285714285714,0.013888888888888888,1,3
1981-02-18 14:16:12.972972976,06:00,Regional Airline,87,19,0,Rain,Approach,0,1981,2,6,0,0.7816091954022989,19,0.21839080459770116,0.0,2,2
1981-02-26 06:32:04.324324328,11:00,Private Charter,20,16,2,Clear,Landing,0,1981,2,11,0,0.2,18,0.9,0.10526315789473684,1,3
1981-03-05 22:47:55.675675680,07:00,Commercial Airline,168,16,0,Clear,Cruise,0,1981,3,7,0,0.9047619047619048,16,0.09523809523809523,0.0,1,1
1981-03-13 15:03:47.027027032,14:00,Regional Airline,50,22,0,Clear,Landing,0,1981,3,14,0,0.56,22,0.44,0.0,1,3
1981-03-21 07:19:38.378378376,02:00,Private Charter,15,12,1,Clear,Cruise,0,1981,3,2,1,0.2,13,0.8666666666666667,0.07142857142857142,1,1
1981-03-28 23:35:29.729729728,13:00,Commercial Airline,170,31,4,Clear,Cruise,0,1981,3,13,0,0.8176470588235294,35,0.20588235294117646,0.1111111111111111,1,1
1981-04-05 15:51:21.081081080,16:00,Commercial Airline,188,45,1,Fog,Approach,0,1981,4,16,0,0.7606382978723404,46,0.24468085106382978,0.02127659574468085,3,2
1981-04-13 08:07:12.432432432,03:00,Cargo Airline,3,2,1,Snow,Cruise,0,1981,4,3,1,0.3333333333333333,3,1.0,0.25,3,1
1981-04-21 00:23:03.783783784,17:00,Private Charter,20,15,0,Fog,Cruise,0,1981,4,17,0,0.25,15,0.75,0.0,3,1
1981-04-28 16:38:55.135135136,07:00,Military Transport,141,83,0,Clear,Approach,1,1981,4,7,0,0.41134751773049644,83,0.5886524822695035,0.0,1,2
1981-05-06 08:54:46.486486488,03:00,Military Fighter,1,0,0,Clear,Landing,1,1981,5,3,1,1.0,0,0.0,0.0,1,3
1981-05-14 01:10:37.837837840,01:00,Cargo Airline,5,4,0,Clear,Takeoff,0,1981,5,1,1,0.2,4,0.8,0.0,1,3
1981-05-21 17:26:29.189189192,05:00,Commercial Airline,141,26,6,Clear,Takeoff,0,1981,5,5,1,0.8156028368794326,32,0.22695035460992907,0.18181818181818182,1,3
1981-05-29 09:42:20.540540544,21:00,Commercial Airline,164,61,1,Snow,Takeoff,0,1981,5,21,1,0.6280487804878049,62,0.3780487804878049,0.015873015873015872,3,3
1981-06-06 01:58:11.891891896,09:00,Commercial Airline,233,61,2,Clear,Landing,0,1981,6,9,0,0.7381974248927039,63,0.2703862660944206,0.03125,1,3
1981-06-13 18:14:03.243243248,03:00,Cargo Airline,4,2,0,Clear,Cruise,0,1981,6,3,1,0.5,2,0.5,0.0,1,1
1981-06-21 10:29:54.594594600,21:00,Commercial Airline,150,33,3,Clear,Takeoff,0,1981,6,21,1,0.78,36,0.24,0.08108108108108109,1,3
1981-06-29 02:45:45.945945944,17:00,Private Charter,10,5,0,Clear,Approach,0,1981,6,17,0,0.5,5,0.5,0.0,1,2
1981-07-06 19:01:37.297297296,11:00,Cargo Airline,2,1,2,Rain,Landing,0,1981,7,11,0,0.5,3,1.5,0.5,2,3
1981-07-14 11:17:28.648648648,01:00,Military Fighter,4,1,0,Clear,Takeoff,1,1981,7,1,1,0.75,1,0.25,0.0,1,3
1981-07-22 03:33:20.000000000,09:00,Commercial Airline,149,26,5,Clear,Landing,0,1981,7,9,0,0.825503355704698,31,0.2080536912751678,0.15625,1,3
1981-07-29 19:49:11.351351352,03:00,Cargo Airline,5,3,0,Clear,Landing,0,1981,7,3,1,0.4,3,0.6,0.0,1,3
1981-08-06 12:05:02.702702704,13:00,Commercial Airline,184,47,0,Clear,Takeoff,0,1981,8,13,0,0.7445652173913043,47,0.2554347826086957,0.0,1,3
1981-08-14 04:20:54.054054056,15:00,Cargo Airline,7,5,1,Rain,Cruise,0,1981,8,15,0,0.2857142857142857,6,0.8571428571428571,0.14285714285714285,2,1
1981-08-21 20:36:45.405405408,14:00,Commercial Airline,167,44,6,Snow,Approach,0,1981,8,14,0,0.7365269461077845,50,0.2994011976047904,0.11764705882352941,3,2
1981-08-29 12:52:36.756756760,07:00,Commercial Airline,159,40,4,Fog,Cruise,0,1981,8,7,0,0.7484276729559748,44,0.27672955974842767,0.08888888888888889,3,1
1981-09-06 05:08:28.108108112,13:00,Cargo Airline,8,6,0,Rain,Landing,0,1981,9,13,0,0.25,6,0.75,0.0,2,3
1981-09-13 21:24:19.459459464,22:00,Commercial Airline,214,57,3,Clear,Cruise,0,1981,9,22,1,0.7336448598130841,60,0.2803738317757009,0.04918032786885246,1,1
1981-09-21 13:40:10.810810816,07:00,Commercial Airline,213,100,1,Rain,Takeoff,0,1981,9,7,0,0.5305164319248826,101,0.47417840375586856,0.00980392156862745,2,3
1981-09-29 05:56:02.162162168,20:00,Cargo Airline,7,5,0,Clear,Takeoff,0,1981,9,20,1,0.2857142857142857,5,0.7142857142857143,0.0,1,3
1981-10-06 22:11:53.513513512,15:00,Cargo Airline,2,1,0,Clear,Cruise,0,1981,10,15,0,0.5,1,0.5,0.0,1,1
1981-10-14 14:27:44.864864864,12:00,Private Charter,16,15,0,Snow,Takeoff,0,1981,10,12,0,0.0625,15,0.9375,0.0,3,3
1981-10-22 06:43:36.216216216,17:00,Private Charter,13,9,1,Clear,Takeoff,0,1981,10,17,0,0.3076923076923077,10,0.7692307692307693,0.09090909090909091,1,3
1981-10-29 22:59:27.567567568,14:00,Military Transport,103,71,1,Fog,Approach,1,1981,10,14,0,0.3106796116504854,72,0.6990291262135923,0.0136986301369863,3,2
1981-11-06 15:15:18.918918920,20:00,Commercial Airline,204,15,3,Clear,Approach,0,1981,11,20,1,0.9264705882352942,18,0.08823529411764706,0.15789473684210525,1,2
1981-11-14 07:31:10.270270272,23:00,Commercial Airline,209,66,1,Rain,Landing,0,1981,11,23,1,0.6842105263157895,67,0.32057416267942584,0.014705882352941176,2,3
1981-11-21 23:47:01.621621624,12:00,Commercial Airline,233,59,3,Rain,Approach,0,1981,11,12,0,0.7467811158798283,62,0.26609442060085836,0.047619047619047616,2,2
1981-11-29 16:02:52.972972976,08:00,Regional Airline,65,30,0,Snow,Takeoff,0,1981,11,8,0,0.5384615384615384,30,0.46153846153846156,0.0,3,3
1981-12-07 08:18:44.324324328,14:00,Private Charter,20,15,0,Rain,Approach,0,1981,12,14,0,0.25,15,0.75,0.0,2,2
1981-12-15 00:34:35.675675680,12:00,Military Transport,100,43,2,Rain,Takeoff,1,1981,12,12,0,0.57,45,0.45,0.043478260869565216,2,3
1981-12-22 16:50:27.027027032,00:00,Military Transport,65,46,2,Clear,Approach,1,1981,12,0,1,0.2923076923076923,48,0.7384615384615385,0.04081632653061224,1,2
1981-12-30 09:06:18.378378384,06:00,Regional Airline,58,0,1,Clear,Approach,0,1981,12,6,0,1.0,1,0.017241379310344827,0.5,1,2
1982-01-07 01:22:09.729729728,08:00,Commercial Airline,213,112,6,Clear,Landing,0,1982,1,8,0,0.47417840375586856,118,0.5539906103286385,0.05042016806722689,1,3
1982-01-14 17:38:01.081081080,23:00,Private Charter,14,8,0,Rain,Approach,0,1982,1,23,1,0.42857142857142855,8,0.5714285714285714,0.0,2,2
1982-01-22 09:53:52.432432432,00:00,Military Transport,65,15,1,Clear,Landing,1,1982,1,0,1,0.7692307692307693,16,0.24615384615384617,0.058823529411764705,1,3
1982-01-30 02:09:43.783783784,11:00,Private Charter,21,17,1,Rain,Cruise,0,1982,1,11,0,0.19047619047619047,18,0.8571428571428571,0.05263157894736842,2,1
1982-02-06 18:25:35.135135136,07:00,Commercial Airline,147,74,2,Clear,Cruise,0,1982,2,7,0,0.4965986394557823,76,0.5170068027210885,0.025974025974025976,1,1
1982-02-14 10:41:26.486486488,23:00,Military Fighter,1,0,0,Clear,Landing,1,1982,2,23,1,1.0,0,0.0,0.0,1,3
1982-02-22 02:57:17.837837840,10:00,Regional Airline,64,23,0,Rain,Takeoff,0,1982,2,10,0,0.640625,23,0.359375,0.0,2,3
1982-03-01 19:13:09.189189192,18:00,Private Charter,19,15,1,Clear,Landing,0,1982,3,18,0,0.21052631578947367,16,0.8421052631578947,0.058823529411764705,1,3
1982-03-09 11:29:00.540540544,16:00,Private Charter,15,10,0,Clear,Approach,0,1982,3,16,0,0.3333333333333333,10,0.6666666666666666,0.0,1,2
1982-03-17 03:44:51.891891896,07:00,Regional Airline,60,33,1,Clear,Takeoff,0,1982,3,7,0,0.45,34,0.5666666666666667,0.02857142857142857,1,3
1982-03-24 20:00:43.243243248,02:00,Cargo Airline,7,6,1,Fog,Landing,0,1982,3,2,1,0.14285714285714285,7,1.0,0.125,3,3
1982-04-01 12:16:34.594594600,02:00,Commercial Airline,220,95,4,Rain,Approach,0,1982,4,2,1,0.5681818181818182,99,0.45,0.04,2,2
1982-04-09 04:32:25.945945952,00:00,Private Charter,7,4,0,Clear,Approach,0,1982,4,0,1,0.42857142857142855,4,0.5714285714285714,0.0,1,2
1982-04-16 20:48:17.297297296,04:00,Private Charter,15,9,0,Clear,Approach,0,1982,4,4,1,0.4,9,0.6,0.0,1,2
1982-04-24 13:04:08.648648656,09:00,Military Transport,84,55,5,Clear,Landing,1,1982,4,9,0,0.34523809523809523,60,0.7142857142857143,0.08196721311475409,1,3
1982-05-02 05:20:00.000000000,06:00,Cargo Airline,4,3,0,Rain,Approach,0,1982,5,6,0,0.25,3,0.75,0.0,2,2
1982-05-09 21:35:51.351351360,08:00,Regional Airline,83,38,1,Rain,Landing,0,1982,5,8,0,0.5421686746987951,39,0.46987951807228917,0.025,2,3
1982-05-17 13:51:42.702702704,06:00,Regional Airline,46,14,2,Clear,Takeoff,0,1982,5,6,0,0.6956521739130435,16,0.34782608695652173,0.11764705882352941,1,3
1982-05-25 06:07:34.054054064,08:00,Military Transport,101,55,0,Clear,Cruise,1,1982,5,8,0,0.45544554455445546,55,0.5445544554455446,0.0,1,1
1982-06-01 22:23:25.405405408,07:00,Commercial Airline,155,43,2,Clear,Landing,0,1982,6,7,0,0.7225806451612903,45,0.2903225806451613,0.043478260869565216,1,3
1982-06-09 14:39:16.756756752,11:00,Regional Airline,80,26,0,Rain,Takeoff,0,1982,6,11,0,0.675,26,0.325,0.0,2,3
1982-06-17 06:55:08.108108112,01:00,Cargo Airline,5,3,0,Rain,Landing,0,1982,6,1,1,0.4,3,0.6,0.0,2,3
1982-06-24 23:10:59.459459456,00:00,Commercial Airline,161,48,5,Clear,Landing,0,1982,6,0,1,0.7018633540372671,53,0.32919254658385094,0.09259259259259259,1,3
1982-07-02 15:26:50.810810816,15:00,Regional Airline,85,23,0,Clear,Takeoff,0,1982,7,15,0,0.7294117647058823,23,0.27058823529411763,0.0,1,3
1982-07-10 07:42:42.162162160,22:00,Military Fighter,1,0,0,Clear,Landing,1,1982,7,22,1,1.0,0,0.0,0.0,1,3
1982-07-17 23:58:33.513513520,22:00,Military Transport,103,57,7,Fog,Landing,1,1982,7,22,1,0.44660194174757284,64,0.6213592233009708,0.1076923076923077,3,3
1982-07-25 16:14:24.864864864,23:00,Private Charter,24,17,2,Clear,Cruise,0,1982,7,23,1,0.2916666666666667,19,0.7916666666666666,0.1,1,1
1982-08-02 08:30:16.216216224,04:00,Commercial Airline,207,72,1,Rain,Takeoff,0,1982,8,4,1,0.6521739130434783,73,0.3526570048309179,0.013513513513513514,2,3
1982-08-10 00:46:07.567567568,02:00,Commercial Airline,185,68,1,Rain,Takeoff,0,1982,8,2,1,0.6324324324324324,69,0.372972972972973,0.014285714285714285,2,3
1982-08-17 17:01:58.918918928,11:00,Commercial Airline,192,10,3,Clear,Cruise,0,1982,8,11,0,0.9479166666666666,13,0.06770833333333333,0.21428571428571427,1,1
1982-08-25 09:17:50.270270272,07:00,Cargo Airline,2,1,0,Clear,Approach,0,1982,8,7,0,0.5,1,0.5,0.0,1,2
1982-09-02 01:33:41.621621632,21:00,Commercial Airline,221,74,1,Clear,Takeoff,0,1982,9,21,1,0.665158371040724,75,0.3393665158371041,0.013157894736842105,1,3
1982-09-09 17:49:32.972972976,02:00,Commercial Airline,212,105,5,Rain,Landing,0,1982,9,2,1,0.5047169811320755,110,0.5188679245283019,0.04504504504504504,2,3
1982-09-17 10:05:24.324324320,00:00,Commercial Airline,168,78,0,Rain,Takeoff,0,1982,9,0,1,0.5357142857142857,78,0.4642857142857143,0.0,2,3
1982-09-25 02:21:15.675675680,02:00,Military Transport,113,56,0,Rain,Cruise,1,1982,9,2,1,0.504424778761062,56,0.49557522123893805,0.0,2,1
1982-10-02 18:37:07.027027024,04:00,Regional Airline,37,12,0,Clear,Approach,0,1982,10,4,1,0.6756756756756757,12,0.32432432432432434,0.0,1,2
1982-10-10 10:52:58.378378384,14:00,Commercial Airline,204,45,3,Clear,Landing,0,1982,10,14,0,0.7794117647058824,48,0.23529411764705882,0.061224489795918366,1,3
1982-10-18 03:08:49.729729728,13:00,Commercial Airline,173,66,1,Fog,Takeoff,0,1982,10,13,0,0.6184971098265896,67,0.3872832369942196,0.014705882352941176,3,3
1982-10-25 19:24:41.081081088,02:00,Cargo Airline,4,2,0,Rain,Cruise,0,1982,10,2,1,0.5,2,0.5,0.0,2,1
1982-11-02 11:40:32.432432432,00:00,Military Transport,113,55,0,Clear,Takeoff,1,1982,11,0,1,0.5132743362831859,55,0.48672566371681414,0.0,1,3
1982-11-10 03:56:23.783783792,04:00,Commercial Airline,156,37,6,Fog,Cruise,0,1982,11,4,1,0.7628205128205128,43,0.27564102564102566,0.13636363636363635,3,1
1982-11-17 20:12:15.135135136,22:00,Military Transport,96,51,0,Rain,Landing,1,1982,11,22,1,0.46875,51,0.53125,0.0,2,3
1982-11-25 12:28:06.486486496,13:00,Commercial Airline,165,57,2,Clear,Takeoff,0,1982,11,13,0,0.6545454545454545,59,0.3575757575757576,0.03333333333333333,1,3
1982-12-03 04:43:57.837837840,06:00,Commercial Airline,197,92,3,Rain,Cruise,0,1982,12,6,0,0.5329949238578681,95,0.48223350253807107,0.03125,2,1
1982-12-10 20:59:49.189189200,08:00,Military Transport,101,60,1,Snow,Cruise,1,1982,12,8,0,0.40594059405940597,61,0.6039603960396039,0.016129032258064516,3,1
1982-12-18 13:15:40.540540544,14:00,Military Transport,82,51,1,Rain,Approach,1,1982,12,14,0,0.3780487804878049,52,0.6341463414634146,0.018867924528301886,2,2
1982-12-26 05:31:31.891891888,14:00,Regional Airline,70,17,0,Clear,Approach,0,1982,12,14,0,0.7571428571428571,17,0.24285714285714285,0.0,1,2
1983-01-02 21:47:23.243243248,09:00,Commercial Airline,175,36,1,Clear,Takeoff,0,1983,1,9,0,0.7942857142857143,37,0.21142857142857144,0.02631578947368421,1,3
1983-01-10 14:03:14.594594592,12:00,Private Charter,9,5,0,Fog,Landing,0,1983,1,12,0,0.4444444444444444,5,0.5555555555555556,0.0,3,3
1983-01-18 06:19:05.945945952,18:00,Private Charter,20,10,0,Clear,Cruise,0,1983,1,18,0,0.5,10,0.5,0.0,1,1
1983-01-25 22:34:57.297297296,06:00,Commercial Airline,146,9,0,Clear,Cruise,0,1983,1,6,0,0.9383561643835616,9,0.06164383561643835,0.0,1,1
1983-02-02 14:50:48.648648656,16:00,Private Charter,11,9,0,Clear,Landing,0,1983,2,16,0,0.18181818181818182,9,0.8181818181818182,0.0,1,3
1983-02-10 07:06:40.000000000,19:00,Commercial Airline,230,63,1,Clear,Approach,0,1983,2,19,0,0.7260869565217392,64,0.2782608695652174,0.015384615384615385,1,2
1983-02-17 23:22:31.351351360,03:00,Regional Airline,65,12,0,Rain,Approach,0,1983,2,3,1,0.8153846153846154,12,0.18461538461538463,0.0,2,2
1983-02-25 15:38:22.702702704,04:00,Commercial Airline,175,73,0,Fog,Landing,0,1983,2,4,1,0.5828571428571429,73,0.41714285714285715,0.0,3,3
1983-03-05 07:54:14.054054064,22:00,Military Transport,78,42,2,Clear,Cruise,1,1983,3,22,1,0.46153846153846156,44,0.5641025641025641,0.044444444444444446,1,1
1983-03-13 00:10:05.405405408,06:00,Commercial Airline,229,37,5,Clear,Landing,0,1983,3,6,0,0.8384279475982532,42,0.18340611353711792,0.11627906976744186,1,3
1983-03-20 16:25:56.756756768,12:00,Regional Airline,66,22,0,Clear,Cruise,0,1983,3,12,0,0.6666666666666666,22,0.3333333333333333,0.0,1,1
1983-03-28 08:41:48.108108112,14:00,Military Transport,103,70,7,Snow,Landing,1,1983,3,14,0,0.32038834951456313,77,0.7475728155339806,0.08974358974358974,3,3
1983-04-05 00:57:39.459459456,10:00,Private Charter,20,16,1,Rain,Cruise,0,1983,4,10,0,0.2,17,0.85,0.05555555555555555,2,1
1983-04-12 17:13:30.810810816,03:00,Commercial Airline,201,42,3,Clear,Landing,0,1983,4,3,1,0.7910447761194029,45,0.22388059701492538,0.06521739130434782,1,3
1983-04-20 09:29:22.162162160,12:00,Cargo Airline,5,3,0,Snow,Takeoff,0,1983,4,12,0,0.4,3,0.6,0.0,3,3
1983-04-28 01:45:13.513513520,06:00,Commercial Airline,154,70,3,Snow,Takeoff,0,1983,4,6,0,0.5454545454545454,73,0.474025974025974,0.04054054054054054,3,3
1983-05-05 18:01:04.864864864,18:00,Military Fighter,1,0,0,Snow,Approach,1,1983,5,18,0,1.0,0,0.0,0.0,3,2
1983-05-13 10:16:56.216216224,21:00,Commercial Airline,193,98,5,Fog,Takeoff,0,1983,5,21,1,0.49222797927461137,103,0.533678756476684,0.04807692307692308,3,3
1983-05-21 02:32:47.567567568,01:00,Commercial Airline,169,24,3,Clear,Landing,0,1983,5,1,1,0.8579881656804734,27,0.15976331360946747,0.10714285714285714,1,3
1983-05-28 18:48:38.918918928,09:00,Commercial Airline,225,78,1,Rain,Takeoff,0,1983,5,9,0,0.6533333333333333,79,0.3511111111111111,0.0125,2,3
1983-06-05 11:04:30.270270272,12:00,Military Transport,143,79,6,Clear,Takeoff,1,1983,6,12,0,0.44755244755244755,85,0.5944055944055944,0.06976744186046512,1,3
1983-06-13 03:20:21.621621632,20:00,Private Charter,5,4,0,Snow,Takeoff,0,1983,6,20,1,0.2,4,0.8,0.0,3,3
1983-06-20 19:36:12.972972976,05:00,Commercial Airline,145,50,3,Rain,Takeoff,0,1983,6,5,1,0.6551724137931034,53,0.36551724137931035,0.05555555555555555,2,3
1983-06-28 11:52:04.324324336,11:00,Cargo Airline,5,3,0,Rain,Approach,0,1983,6,11,0,0.4,3,0.6,0.0,2,2
1983-07-06 04:07:55.675675680,11:00,Military Transport,104,77,2,Rain,Cruise,1,1983,7,11,0,0.25961538461538464,79,0.7596153846153846,0.025,2,1
